model,model_version,scenario,region,layer,group,year,value,unit,source_regions,source_variables,source_file_id
IMAGE,3.4,SSP2-M,World,Final energy,Space heating,2080,23.937206,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Space heating,2090,22.108228,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Space heating,2100,19.665318,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Coal,2020,7.004245,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Coal,2030,5.588222,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Coal,2040,2.009470,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Coal,2050,1.533046,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Coal,2060,1.087568,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Coal,2070,0.877991,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Coal,2080,0.724065,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Coal,2090,0.633071,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Coal,2100,0.571337,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Oil,2020,23.514783,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Oil,2030,26.681463,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Oil,2040,16.852212,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Oil,2050,11.568881,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Oil,2060,12.487711,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Oil,2070,12.090054,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Oil,2080,11.065723,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Oil,2090,12.073126,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Oil,2100,12.656848,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Gas,2020,17.174200,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Gas,2030,11.205983,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Gas,2040,4.774392,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Gas,2050,6.797415,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Gas,2060,9.486099,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Gas,2070,9.572487,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Gas,2080,8.821043,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Gas,2090,8.969151,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Gas,2100,8.843676,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Biomass,2020,8.008503,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Biomass,2030,9.903146,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Biomass,2040,8.145490,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Biomass,2050,10.512453,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Biomass,2060,9.136435,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Biomass,2070,8.919110,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Biomass,2080,8.970759,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Biomass,2090,8.821963,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Biomass,2100,9.421083,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Nuclear,2020,2.728134,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Nuclear,2030,2.852258,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Nuclear,2040,1.418965,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Nuclear,2050,0.125267,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Nuclear,2060,0.045425,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Nuclear,2070,0.657222,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Nuclear,2080,1.098777,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Nuclear,2090,1.881972,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Nuclear,2100,1.815925,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2020,4.405185,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2030,7.466935,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2040,15.729441,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2050,21.295184,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2060,19.039593,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2070,19.296669,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2080,21.638237,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2090,20.643422,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2100,21.080659,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Coal,2020,1.571970,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Coal,2030,1.430824,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Coal,2040,0.343206,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Coal,2050,0.051553,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Coal,2060,0.002586,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Coal,2070,0.003601,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Coal,2080,0.000000,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Coal,2090,0.000000,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Coal,2100,0.003821,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Gas,2020,2.436005,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Gas,2030,1.702287,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Gas,2040,0.082280,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Gas,2050,0.336649,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Gas,2060,0.621567,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Gas,2070,0.759168,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Gas,2080,0.530375,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Gas,2090,0.301786,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Gas,2100,0.136891,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Oil,2020,0.187311,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Oil,2030,0.457973,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Oil,2040,0.207980,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Oil,2050,0.018402,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Oil,2060,0.000017,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Oil,2070,0.000564,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Oil,2080,0.000000,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Oil,2090,0.000000,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Oil,2100,0.002640,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Biomass,2020,0.833730,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Biomass,2030,1.279836,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Biomass,2040,0.434575,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Biomass,2050,0.191076,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Biomass,2060,0.116842,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Biomass,2070,0.218898,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Biomass,2080,0.587218,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Biomass,2090,0.595053,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Biomass,2100,0.910151,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Nuclear,2020,2.728134,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Nuclear,2030,2.852257,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Nuclear,2040,1.418965,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Nuclear,2050,0.125267,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Nuclear,2060,0.045425,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Nuclear,2070,0.657222,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Nuclear,2080,1.098777,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Nuclear,2090,1.881972,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Nuclear,2100,1.815925,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Hydro,2020,2.049090,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Hydro,2030,2.317169,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Hydro,2040,2.754553,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Hydro,2050,1.202006,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Hydro,2060,2.115739,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Hydro,2070,2.605629,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Hydro,2080,2.542188,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Hydro,2090,2.492480,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Hydro,2100,2.464636,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Solar,2020,0.579181,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Solar,2030,2.472327,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Solar,2040,4.930349,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Solar,2050,5.335410,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Solar,2060,5.483490,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Solar,2070,7.180182,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Solar,2080,7.347112,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Solar,2090,7.516841,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Solar,2100,7.991616,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Wind,2020,1.746864,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Wind,2030,2.641327,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Wind,2040,6.916442,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Wind,2050,10.733034,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Wind,2060,9.470671,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Wind,2070,8.274639,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,Europe (WEU + CEU),Secondary electricity,Wind,2080,10.132627,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
